image_path,nbars,minimum,maximum,median,mean,ngaussians
visual_qa_histograms/example_hists_larger/images/id_000000.png,45,-0.9047264039342007,0.6964656686141694,-0.39082170948361805,-0.20633316982538769,4
visual_qa_histograms/example_hists_larger/images/id_000001.png,10,-0.5919196257834818,-0.27630200982549746,-0.45212254011798825,-0.4460065954293243,2
visual_qa_histograms/example_hists_larger/images/id_000002.png,60,-0.6667763859795526,-0.07268014331597172,-0.2810809418800419,-0.30501544080478027,4
visual_qa_histograms/example_hists_larger/images/id_000003.png,45,-0.30466804183339324,0.5790632988585173,0.2973367282826563,0.2547166783034342,2
visual_qa_histograms/example_hists_larger/images/id_000004.png,20,-0.688648568426582,-0.6171078344671471,-0.6295514667094786,-0.6364715493426524,2
visual_qa_histograms/example_hists_larger/images/id_000005.png,10,0.372947284063366,0.38951834235530686,0.3833843589699823,0.3827061126705941,3
visual_qa_histograms/example_hists_larger/images/id_000006.png,60,0.49781657172264515,0.5781659770572692,0.5212451282341715,0.5217285057957731,2
visual_qa_histograms/example_hists_larger/images/id_000007.png,45,-0.49939292375452266,-0.16298587121785899,-0.45922707501535287,-0.43408661197191,2
visual_qa_histograms/example_hists_larger/images/id_000008.png,10,-0.1213421815054599,0.9789205213838444,0.2461121734470477,0.28090956674986867,4
visual_qa_histograms/example_hists_larger/images/id_000009.png,60,-0.14462501962704954,0.47883179797788816,0.4158889958632984,0.3415220764348809,2
visual_qa_histograms/example_hists_larger/images/id_000010.png,45,-0.3032462228424307,0.2012922372687523,0.03592348802570142,0.02473654975302785,5
visual_qa_histograms/example_hists_larger/images/id_000011.png,20,-0.394376117708046,0.7170542509775597,0.26405590147408436,0.28734545197682443,4
visual_qa_histograms/example_hists_larger/images/id_000012.png,10,-0.8263033489737583,0.7136022099943925,-0.3960732620755204,-0.24694756939720558,3
visual_qa_histograms/example_hists_larger/images/id_000013.png,20,-0.3360074420396429,0.20933807814171612,-0.0022836374690634693,-0.03838454762283976,3
visual_qa_histograms/example_hists_larger/images/id_000014.png,45,-0.5492323983881242,0.3744468566420835,-0.2227442980222789,-0.14735957533180988,4
visual_qa_histograms/example_hists_larger/images/id_000015.png,10,-0.8655422083315913,0.8108749710735086,0.26661561204848955,0.06513266298537629,2
visual_qa_histograms/example_hists_larger/images/id_000016.png,10,-0.9053395256059281,-0.09309551519229584,-0.3807852605615041,-0.39796670363342385,5
visual_qa_histograms/example_hists_larger/images/id_000017.png,20,-0.08093127150678465,0.6484331620945848,0.09340731076806023,0.11407539071503647,5
visual_qa_histograms/example_hists_larger/images/id_000018.png,20,-0.1374043384259026,0.434843271247621,0.11465753028074269,0.20379930558191223,3
visual_qa_histograms/example_hists_larger/images/id_000019.png,45,0.0434471471117376,0.28855785006943546,0.16137026570670224,0.16110334201823262,1
visual_qa_histograms/example_hists_larger/images/id_000020.png,60,-0.5367963326209224,-0.37749963246265567,-0.4885990503917135,-0.4773612241389715,5
visual_qa_histograms/example_hists_larger/images/id_000021.png,10,-0.5645535306255609,0.6209410612747607,0.20561990527343127,0.10561629575462943,5
visual_qa_histograms/example_hists_larger/images/id_000022.png,10,-0.9008141751729467,-0.44324212615529757,-0.6893955154392798,-0.6819867640526006,3
visual_qa_histograms/example_hists_larger/images/id_000023.png,20,0.5733766889199251,0.6435724415852478,0.5958497214309391,0.5988179682101175,3
